tab 	samples
azimuth	citations	criteria	description	dip	dir_dec	dir_inc	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_nrm_origin	dir_polarity	dir_tilt_correction	geologic_classes	geologic_types	lat	lithologies	lon	method_codes	orientation_quality	result_quality	sample	site	specimens
224.3	This study			-62									Igneous	Lava Flow	35.5887	Basalt	248.3583	FS-FD:SO-POM:SO-SUN	g		sv26j	sv26	
210.5	This study			-80.5									Igneous	Lava Flow	35.5887	Basalt	248.3583	FS-FD:SO-POM:SO-SUN	g		sv26k	sv26	
	This study		sample direction.		131.3	14.7	1	0	1			0						DA-DIR-GEO:DE-BFP:SO-SUN:LP-DIR-AF			sv26k	sv26	sv26k1
209.4	This study			-82									Igneous	Lava Flow	35.5887	Basalt	248.3583	FS-FD:SO-POM:SO-SUN	g		sv26l	sv26	
	This study	DE-SPEC	sample direction.		173.8	-75.3	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv26l	sv26	sv26l1
302.2	This study			-70									Igneous	Lava Flow	35.5883	Basalt	248.3669	FS-FD:SO-POM:SO-SUN	g		sv27a	sv27	
	This study	DE-SPEC	sample direction.		359.1	56.2	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv27a	sv27	sv27a1
273.4	This study			-71									Igneous	Lava Flow	35.5883	Basalt	248.3669	FS-FD:SO-POM:SO-SUN	g		sv27b	sv27	
52.5	This study			-19.5									Igneous	Lava Flow	35.5883	Basalt	248.3669	FS-FD:SO-POM:SO-SUN	g		sv27c	sv27	
	This study	DE-SPEC	sample direction.		343.4	56.7	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv27c	sv27	sv27c1
27.7	This study			-28.5									Igneous	Lava Flow	35.5883	Basalt	248.3669	FS-FD:SO-POM:SO-SUN	g		sv27d	sv27	
	This study	DE-SPEC	sample direction.		354.4	50.5	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv27d	sv27	sv27d1
35.8	This study			-38									Igneous	Lava Flow	35.5883	Basalt	248.3669	FS-FD:SO-POM:SO-SUN	g		sv27e	sv27	
10.5	This study			-42.5									Igneous	Lava Flow	35.5883	Basalt	248.3669	FS-FD:SO-POM:SO-SUN	g		sv27f	sv27	
32.2	This study			-49.5									Igneous	Lava Flow	35.5883	Basalt	248.3669	FS-FD:SO-POM:SO-SUN	g		sv27g	sv27	
89.9	This study			-72									Igneous	Lava Flow	35.5883	Basalt	248.3669	FS-FD:SO-POM:SO-SUN	g		sv27h	sv27	
78.6	This study			-68.5									Igneous	Lava Flow	35.5883	Basalt	248.3669	FS-FD:SO-POM:SO-SUN	g		sv27i	sv27	
38.7	This study			-47									Igneous	Lava Flow	35.5883	Basalt	248.3669	FS-FD:SO-POM:SO-SUN	g		sv27j	sv27	
	This study	DE-SPEC	sample direction.		1.2	58.1	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv27j	sv27	sv27j1
47.4	This study			-70									Igneous	Lava Flow	35.5883	Basalt	248.3669	FS-FD:SO-POM:SO-SUN	g		sv27k	sv27	
151.6	This study			-79									Igneous	Lava Flow	35.5883	Basalt	248.3669	FS-FD:SO-POM:SO-SUN	g		sv27l	sv27	
	This study		sample direction.		41.8	-22.6	1	0	1			0						DA-DIR-GEO:DE-BFP:SO-SUN:LP-DIR-AF			sv27l	sv27	sv27l1
159.7	This study			-85.5									Igneous	Lava Flow	35.5883	Basalt	248.3669	FS-FD:SO-POM:SO-SUN	g		sv27m	sv27	
90.2	This study			-81									Igneous	Lava Flow	35.5883	Basalt	248.3669	FS-FD:SO-POM:SO-SUN	g		sv27n	sv27	
82.2	This study			-35									Igneous	Lava Flow	35.5883	Basalt	248.3669	FS-FD:SO-POM:SO-SUN	g		sv27o	sv27	
72.1	This study			-69									Igneous	Lava Flow	35.5883	Basalt	248.3669	FS-FD:SO-POM:SO-SUN	g		sv27p	sv27	
90.8	This study			-32.5									Igneous	Lava Flow	35.5838	Basalt	248.3925	FS-FD:SO-POM:SO-SUN	g		sv28a	sv28	
26.8	This study			-51									Igneous	Lava Flow	35.5838	Basalt	248.3925	FS-FD:SO-POM:SO-SUN	g		sv28b	sv28	
281.8	This study			-45.5									Igneous	Lava Flow	35.5838	Basalt	248.3925	FS-FD:SO-POM:SO-SUN	g		sv28c	sv28	
291.6	This study			-70									Igneous	Lava Flow	35.5838	Basalt	248.3925	FS-FD:SO-POM:SO-SUN	g		sv28d	sv28	
231.3	This study			-62									Igneous	Lava Flow	35.5838	Basalt	248.3925	FS-FD:SO-POM:SO-SUN	g		sv28e	sv28	
318.6	This study			-62.5									Igneous	Lava Flow	35.5838	Basalt	248.3925	FS-FD:SO-POM:SO-SUN	g		sv28f	sv28	
171	This study			-60									Igneous	Lava Flow	35.5838	Basalt	248.3925	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv28g	sv28	
17.1	This study			-75									Igneous	Lava Flow	35.5838	Basalt	248.3925	FS-FD:SO-POM:SO-SUN	g		sv28h	sv28	
	This study	DE-SPEC	sample direction.		29.7	11.7	1	1	0			0						DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN:LP-DIR-AF			sv28h	sv28	sv28h1
11	This study			-74									Igneous	Lava Flow	35.5838	Basalt	248.3925	FS-FD:SO-POM:SO-SUN	g		sv28i	sv28	
251	This study			-66.5									Igneous	Lava Flow	35.5838	Basalt	248.3925	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv28j	sv28	
40.2	This study			-80									Igneous	Lava Flow	35.5838	Basalt	248.3925	FS-FD:SO-POM:SO-SUN	g		sv28k	sv28	
70	This study			-96									Igneous	Lava Flow	35.5838	Basalt	248.3925	FS-FD:SO-POM:SO-SUN	g		sv28l	sv28	
81.3	This study			-86									Igneous	Lava Flow	35.5526	Basalt	248.464	FS-FD:SO-POM:SO-SUN	g		sv29a	sv29	
119.1	This study			-80									Igneous	Lava Flow	35.5526	Basalt	248.464	FS-FD:SO-POM:SO-SUN	g		sv29b	sv29	
114	This study			-53									Igneous	Lava Flow	35.5526	Basalt	248.464	FS-FD:SO-POM:SO-SUN	g		sv29c	sv29	
227.6	This study			-64									Igneous	Lava Flow	35.5526	Basalt	248.464	FS-FD:SO-POM:SO-SUN	g		sv29d	sv29	
67.2	This study			-37									Igneous	Lava Flow	35.5526	Basalt	248.464	FS-FD:SO-POM:SO-SUN	g		sv29e	sv29	
63.4	This study			-37									Igneous	Lava Flow	35.5526	Basalt	248.464	FS-FD:SO-POM:SO-SUN	g		sv29f	sv29	
180.6	This study			-34									Igneous	Lava Flow	35.5526	Basalt	248.464	FS-FD:SO-POM:SO-SUN	g		sv29g	sv29	
250.6	This study			-68									Igneous	Lava Flow	35.5526	Basalt	248.464	FS-FD:SO-POM:SO-SUN	g		sv29h	sv29	
219.4	This study			-66									Igneous	Lava Flow	35.5526	Basalt	248.464	FS-FD:SO-POM:SO-SUN	g		sv29i	sv29	
220.2	This study			-49									Igneous	Lava Flow	35.5526	Basalt	248.464	FS-FD:SO-POM:SO-SUN	g		sv29j	sv29	
197.2	This study			-79									Igneous	Lava Flow	35.5526	Basalt	248.464	FS-FD:SO-POM:SO-SUN	g		sv29k	sv29	
202.2	This study			-77									Igneous	Lava Flow	35.5526	Basalt	248.464	FS-FD:SO-POM:SO-SUN	g		sv29l	sv29	
335.9	This study			-70									Igneous	Lava Flow	35.5182	Basalt	248.4563	FS-FD:SO-POM:SO-SUN	g		sv30a	sv30	
339.1	This study			-72									Igneous	Lava Flow	35.5182	Basalt	248.4563	FS-FD:SO-POM:SO-SUN	g		sv30b	sv30	
348.4	This study			-67									Igneous	Lava Flow	35.5182	Basalt	248.4563	FS-FD:SO-POM:SO-SUN	g		sv30c	sv30	
341.7	This study			-78									Igneous	Lava Flow	35.5182	Basalt	248.4563	FS-FD:SO-POM:SO-SUN	g		sv30d	sv30	
326.8	This study			-61									Igneous	Lava Flow	35.5182	Basalt	248.4563	FS-FD:SO-POM:SO-SUN	g		sv30e	sv30	
37.4	This study			-60									Igneous	Lava Flow	35.5182	Basalt	248.4563	FS-FD:SO-POM:SO-SUN	g		sv30f	sv30	
33.4	This study			-56									Igneous	Lava Flow	35.5182	Basalt	248.4563	FS-FD:SO-POM:SO-SUN	g		sv30g	sv30	
326.2	This study			-73									Igneous	Lava Flow	35.5182	Basalt	248.4563	FS-FD:SO-POM:SO-SUN	g		sv30h	sv30	
	This study	DE-SPEC	sample direction.		180.5	-40.6	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv30h	sv30	sv30h1
344	This study			-91									Igneous	Lava Flow	35.5182	Basalt	248.4563	FS-FD:SO-POM:SO-SUN	g		sv30i	sv30	
	This study		sample direction.		0.5	-53.9	1	0	1			0						DA-DIR-GEO:DE-BFP:SO-SUN:LP-DIR-AF			sv30i	sv30	sv30i2
332.1	This study			-51									Igneous	Lava Flow	35.5182	Basalt	248.4563	FS-FD:SO-POM:SO-SUN	g		sv30j	sv30	
179.5	This study			-75									Igneous	Lava Flow	35.3404	Basalt	248.4426	FS-FD:SO-POM:SO-SUN	g		sv31a	sv31	
	This study	DE-SPEC	sample direction.		5.5	45.3	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv31a	sv31	sv31a1
225.1	This study			-61.5									Igneous	Lava Flow	35.3404	Basalt	248.4426	FS-FD:SO-POM:SO-SUN	g		sv31b	sv31	
	This study	DE-SPEC	sample direction.		11.9	45.1	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv31b	sv31	sv31b1
225.8	This study			-65									Igneous	Lava Flow	35.3404	Basalt	248.4426	FS-FD:SO-POM:SO-SUN	g		sv31c	sv31	
	This study	DE-SPEC	sample direction.		12.4	43.1	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv31c	sv31	sv31c1
221.8	This study			-68									Igneous	Lava Flow	35.3404	Basalt	248.4426	FS-FD:SO-POM:SO-SUN	g		sv31d	sv31	
244	This study			-42.5									Igneous	Lava Flow	35.3404	Basalt	248.4426	FS-FD:SO-POM:SO-SUN	g		sv31e	sv31	
	This study	DE-SPEC	sample direction.		17.4	48.2	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv31e	sv31	sv31e2
244	This study			-46.5									Igneous	Lava Flow	35.3404	Basalt	248.4426	FS-FD:SO-POM:SO-SUN	g		sv31f	sv31	
239.2	This study			-68									Igneous	Lava Flow	35.3404	Basalt	248.4426	FS-FD:SO-POM:SO-SUN	g		sv31g	sv31	
219	This study			-53.5									Igneous	Lava Flow	35.3404	Basalt	248.4426	FS-FD:SO-POM:SO-SUN	g		sv31h	sv31	
226.8	This study			-62									Igneous	Lava Flow	35.3404	Basalt	248.4426	FS-FD:SO-POM:SO-SUN	g		sv31i	sv31	
225	This study			-45.5									Igneous	Lava Flow	35.3404	Basalt	248.4426	FS-FD:SO-POM:SO-SUN	g		sv31j	sv31	
280.2	This study			-47.5									Igneous	Lava Flow	35.3404	Basalt	248.4426	FS-FD:SO-POM:SO-SUN	g		sv31k	sv31	
	This study	DE-SPEC	sample direction.		16.6	49.1	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv31k	sv31	sv31k1
261.1	This study			-42.5									Igneous	Lava Flow	35.3404	Basalt	248.4426	FS-FD:SO-POM:SO-SUN	g		sv31l	sv31	
97.6	This study			-53									Igneous	Lava Flow	35.3708	Basalt	248.4607	FS-FD:SO-POM:SO-SUN	g		sv32a	sv32	
	This study	DE-SPEC	sample direction.		348.3	60.8	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv32a	sv32	sv32a1
96	This study			-62.5									Igneous	Lava Flow	35.3708	Basalt	248.4607	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv32b	sv32	
	This study	DE-SPEC	sample direction.		336.3	62.5	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF			sv32b	sv32	sv32b1
55.5	This study			-75									Igneous	Lava Flow	35.3708	Basalt	248.4607	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv32c	sv32	
	This study	DE-SPEC	sample direction.		339.6	56.4	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF			sv32c	sv32	sv32c1
145	This study			-21.5									Igneous	Lava Flow	35.3708	Basalt	248.4607	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv32d	sv32	
	This study	DE-SPEC	sample direction.		346.4	57.1	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF			sv32d	sv32	sv32d1
88	This study			-73									Igneous	Lava Flow	35.3708	Basalt	248.4607	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv32e	sv32	
	This study	DE-SPEC	sample direction.		343.7	64.1	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF			sv32e	sv32	sv32e1
78	This study			-70									Igneous	Lava Flow	35.3708	Basalt	248.4607	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv32f	sv32	
86.2	This study			-73									Igneous	Lava Flow	35.3708	Basalt	248.4607	FS-FD:SO-POM:SO-SUN	g		sv32g	sv32	
15.4	This study			-62									Igneous	Lava Flow	35.3708	Basalt	248.4607	FS-FD:SO-POM:SO-SUN	g		sv32h	sv32	
11.2	This study			-72									Igneous	Lava Flow	35.3708	Basalt	248.4607	FS-FD:SO-POM:SO-SUN	g		sv32i	sv32	
38	This study			-36									Igneous	Lava Flow	35.3708	Basalt	248.4607	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv32j	sv32	
64.2	This study			-89.5									Igneous	Lava Flow	35.3508	Basalt	247.5926	FS-FD:SO-POM:SO-SUN	g		sv50a	sv50	
	This study	DE-SPEC	sample direction.		309.2	6.6	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv50a	sv50	sv50a1
67.6	This study			-84									Igneous	Lava Flow	35.3508	Basalt	247.5926	FS-FD:SO-POM:SO-SUN	g		sv50b	sv50	
199	This study			-60.5									Igneous	Lava Flow	35.3508	Basalt	247.5926	FS-FD:SO-POM:SO-SUN	g		sv50c	sv50	
155.1	This study			-77.5									Igneous	Lava Flow	35.3508	Basalt	247.5926	FS-FD:SO-POM:SO-SUN	g		sv50d	sv50	
	This study		sample direction.		224.7	33.3	1	0	1			0						DA-DIR-GEO:DE-BFP:SO-SUN:LP-DIR-AF			sv50d	sv50	sv50d3
121.7	This study			-69.5									Igneous	Lava Flow	35.3508	Basalt	247.5926	FS-FD:SO-POM:SO-SUN	g		sv50e	sv50	
111.5	This study			-81									Igneous	Lava Flow	35.3508	Basalt	247.5926	FS-FD:SO-POM:SO-SUN	g		sv50f	sv50	
104.2	This study			-69.5									Igneous	Lava Flow	35.3508	Basalt	247.5926	FS-FD:SO-POM:SO-SUN	g		sv50g	sv50	
81.3	This study			-74									Igneous	Lava Flow	35.3508	Basalt	247.5926	FS-FD:SO-POM:SO-SUN	g		sv50h	sv50	
129.3	This study			-68.5									Igneous	Lava Flow	35.3508	Basalt	247.5926	FS-FD:SO-POM:SO-SUN	g		sv50i	sv50	
130.8	This study			-54									Igneous	Lava Flow	35.3508	Basalt	247.5926	FS-FD:SO-POM:SO-SUN	g		sv50j	sv50	
	This study	DE-SPEC	sample direction.		181.2	-42.8	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv50j	sv50	sv50j1
129.2	This study			-64									Igneous	Lava Flow	35.3508	Basalt	247.5926	FS-FD:SO-POM:SO-SUN	g		sv50k	sv50	
62	This study			-59									Igneous	Lava Flow	35.3508	Basalt	247.5926	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sv50l	sv50	
50.8	This study			-106									Igneous	Lava Flow	35.3108	Basalt	247.626	FS-FD:SO-POM:SO-SUN	g		sv51a	sv51	
	This study	DE-SPEC	sample direction.		302.1	11.7	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv51a	sv51	sv51a1
358.4	This study			-72									Igneous	Lava Flow	35.3108	Basalt	247.626	FS-FD:SO-POM:SO-SUN	g		sv51c	sv51	
301.2	This study			-90									Igneous	Lava Flow	35.3108	Basalt	247.626	FS-FD:SO-POM:SO-SUN	g		sv51d	sv51	
307.2	This study			-76									Igneous	Lava Flow	35.3108	Basalt	247.626	FS-FD:SO-POM:SO-SUN	g		sv51e	sv51	
	This study	DE-SPEC	sample direction.		171.3	-38.1	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv51e	sv51	sv51e1
9.6	This study			-75									Igneous	Lava Flow	35.3108	Basalt	247.626	FS-FD:SO-POM:SO-SUN	g		sv51f	sv51	
346.1	This study			-66									Igneous	Lava Flow	35.3108	Basalt	247.626	FS-FD:SO-POM:SO-SUN	g		sv51g	sv51	
39	This study			-69									Igneous	Lava Flow	35.3108	Basalt	247.626	FS-FD:SO-POM:SO-SUN	g		sv51h	sv51	
39.9	This study			-74.5									Igneous	Lava Flow	35.3108	Basalt	247.626	FS-FD:SO-POM:SO-SUN	g		sv51i	sv51	
263.7	This study			-49									Igneous	Lava Flow	35.3108	Basalt	247.626	FS-FD:SO-POM:SO-SUN	g		sv51j	sv51	
	This study	DE-SPEC	sample direction.		187.5	-40.3	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv51j	sv51	sv51j1
263.9	This study			-42.5									Igneous	Lava Flow	35.3108	Basalt	247.626	FS-FD:SO-POM:SO-SUN	g		sv51k	sv51	
	This study	DE-SPEC	sample direction.		188.3	-37.1	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv51k	sv51	sv51k2
294	This study			-80									Igneous	Lava Flow	35.3108	Basalt	247.626	FS-FD:SO-POM:SO-SUN	g		sv51l	sv51	
103	This study			-4.5									Igneous	Lava Flow	35.3108	Basalt	247.626	FS-FD:SO-POM:SO-SUN	g		sv51m	sv51	
334.5	This study			-45									Igneous	Lava Flow	35.2211	Basalt	247.7281	FS-FD:SO-POM:SO-SUN	g		sv52a	sv52	
	This study	DE-SPEC	sample direction.		174	-56.1	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv52a	sv52	sv52a1
335.9	This study			-47.5									Igneous	Lava Flow	35.2211	Basalt	247.7281	FS-FD:SO-POM:SO-SUN	g		sv52b	sv52	
6	This study			-80									Igneous	Lava Flow	35.2211	Basalt	247.7281	FS-FD:SO-POM:SO-SUN	g		sv52c	sv52	
	This study	DE-SPEC	sample direction.		187.2	-56.2	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv52c	sv52	sv52c1
13.4	This study			-76.5									Igneous	Lava Flow	35.2211	Basalt	247.7281	FS-FD:SO-POM:SO-SUN	g		sv52d	sv52	
310.2	This study			-54									Igneous	Lava Flow	35.2211	Basalt	247.7281	FS-FD:SO-POM:SO-SUN	g		sv52e	sv52	
325	This study			-46									Igneous	Lava Flow	35.2211	Basalt	247.7281	FS-FD:SO-POM:SO-SUN	g		sv52f	sv52	
7.5	This study			-84									Igneous	Lava Flow	35.2211	Basalt	247.7281	FS-FD:SO-POM:SO-SUN	g		sv52g	sv52	
	This study	DE-SPEC	sample direction.		192.6	-51.1	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv52g	sv52	sv52g1
9.2	This study			-83									Igneous	Lava Flow	35.2211	Basalt	247.7281	FS-FD:SO-POM:SO-SUN	g		sv52h	sv52	
357.6	This study			-78.5									Igneous	Lava Flow	35.2211	Basalt	247.7281	FS-FD:SO-POM:SO-SUN	g		sv52i	sv52	
358.8	This study			-70									Igneous	Lava Flow	35.2211	Basalt	247.7281	FS-FD:SO-POM:SO-SUN	g		sv52j	sv52	
	This study	DE-SPEC	sample direction.		175.9	-55	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv52j	sv52	sv52j1
355.3	This study			-65									Igneous	Lava Flow	35.2211	Basalt	247.7281	FS-FD:SO-POM:SO-SUN	g		sv52k	sv52	
6.3	This study			-70									Igneous	Lava Flow	35.2211	Basalt	247.7281	FS-FD:SO-POM:SO-SUN	g		sv52l	sv52	
197.9	This study			-63									Igneous	Lava Flow	35.2221	Basalt	247.7461	FS-FD:SO-POM:SO-SUN	g		sv53a	sv53	
203.1	This study			-61									Igneous	Lava Flow	35.2221	Basalt	247.7461	FS-FD:SO-POM:SO-SUN	g		sv53b	sv53	
	This study	DE-SPEC	sample direction.		171.4	29.9	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv53b	sv53	sv53b1
161.1	This study			-41.5									Igneous	Lava Flow	35.2221	Basalt	247.7461	FS-FD:SO-POM:SO-SUN	g		sv53c	sv53	
176.5	This study			-42.5									Igneous	Lava Flow	35.2221	Basalt	247.7461	FS-FD:SO-POM:SO-SUN	g		sv53d	sv53	
101.9	This study			-50.5									Igneous	Lava Flow	35.2221	Basalt	247.7461	FS-FD:SO-POM:SO-SUN	g		sv53e	sv53	
198.1	This study			-58									Igneous	Lava Flow	35.2221	Basalt	247.7461	FS-FD:SO-POM:SO-SUN	g		sv53f	sv53	
202.2	This study			-59									Igneous	Lava Flow	35.2221	Basalt	247.7461	FS-FD:SO-POM:SO-SUN	g		sv53g	sv53	
186.1	This study			-38.5									Igneous	Lava Flow	35.2221	Basalt	247.7461	FS-FD:SO-POM:SO-SUN	g		sv53h	sv53	
190.4	This study			-41									Igneous	Lava Flow	35.2221	Basalt	247.7461	FS-FD:SO-POM:SO-SUN	g		sv53i	sv53	
	This study	DE-SPEC	sample direction.		179.1	-49.1	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv53i	sv53	sv53i1
171.8	This study			-66									Igneous	Lava Flow	35.2221	Basalt	247.7461	FS-FD:SO-POM:SO-SUN	g		sv53j	sv53	
	This study	DE-SPEC	sample direction.		186.3	-52.8	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv53j	sv53	sv53j1
179.3	This study			-55									Igneous	Lava Flow	35.2221	Basalt	247.7461	FS-FD:SO-POM:SO-SUN	g		sv53k	sv53	
79.1	This study			-23.5									Igneous	Lava Flow	35.3002	Basalt	247.7293	FS-FD:SO-POM:SO-SUN	g		sv54a	sv54	
70.3	This study			-17									Igneous	Lava Flow	35.3002	Basalt	247.7293	FS-FD:SO-POM:SO-SUN	g		sv54b	sv54	
32.7	This study			-53									Igneous	Lava Flow	35.3002	Basalt	247.7293	FS-FD:SO-POM:SO-SUN	g		sv54c	sv54	
	This study	DE-SPEC	sample direction.		175.1	-45.8	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv54c	sv54	sv54c1
31.1	This study			-42.5									Igneous	Lava Flow	35.3002	Basalt	247.7293	FS-FD:SO-POM:SO-SUN	g		sv54d	sv54	
	This study	DE-SPEC	sample direction.		175.4	-41	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv54d	sv54	sv54d1
25.7	This study			-42.5									Igneous	Lava Flow	35.3002	Basalt	247.7293	FS-FD:SO-POM:SO-SUN	g		sv54e	sv54	
359.4	This study			-33.5									Igneous	Lava Flow	35.3002	Basalt	247.7293	FS-FD:SO-POM:SO-SUN	g		sv54f	sv54	
44.9	This study			-35									Igneous	Lava Flow	35.3002	Basalt	247.7293	FS-FD:SO-POM:SO-SUN	g		sv54g	sv54	
24	This study			-31									Igneous	Lava Flow	35.3002	Basalt	247.7293	FS-FD:SO-POM:SO-SUN	g		sv54h	sv54	
	This study	DE-SPEC	sample direction.		167.9	-56.4	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv54h	sv54	sv54h1
65.6	This study			-41									Igneous	Lava Flow	35.3002	Basalt	247.7293	FS-FD:SO-POM:SO-SUN	g		sv54i	sv54	
	This study	DE-SPEC	sample direction.		188.5	-28	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv54i	sv54	sv54i1
57.2	This study			-41									Igneous	Lava Flow	35.3002	Basalt	247.7293	FS-FD:SO-POM:SO-SUN	g		sv54j	sv54	
26.6	This study			-17									Igneous	Lava Flow	35.3002	Basalt	247.7293	FS-FD:SO-POM:SO-SUN	g		sv54k	sv54	
	This study	DE-SPEC	sample direction.		160.1	-60.4	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv54k	sv54	sv54k1
264.1	This study			-50									Igneous	Lava Flow	35.3195	Basalt	247.8202	FS-FD:SO-POM:SO-SUN	g		sv55a	sv55	
	This study	DE-SPEC	sample direction.		181.7	-50.5	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv55a	sv55	sv55a1
262.4	This study			-44									Igneous	Lava Flow	35.3195	Basalt	247.8202	FS-FD:SO-POM:SO-SUN	g		sv55b	sv55	
229.8	This study			-65									Igneous	Lava Flow	35.3195	Basalt	247.8202	FS-FD:SO-POM:SO-SUN	g		sv55c	sv55	
230.2	This study			-59.5									Igneous	Lava Flow	35.3195	Basalt	247.8202	FS-FD:SO-POM:SO-SUN	g		sv55d	sv55	
	This study	DE-SPEC	sample direction.		180.3	-43.1	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv55d	sv55	sv55d2
235.5	This study			-62									Igneous	Lava Flow	35.3195	Basalt	247.8202	FS-FD:SO-POM:SO-SUN	g		sv55e	sv55	
268.6	This study			-48.5									Igneous	Lava Flow	35.3195	Basalt	247.8202	FS-FD:SO-POM:SO-SUN	g		sv55f	sv55	
271.5	This study			-45									Igneous	Lava Flow	35.3195	Basalt	247.8202	FS-FD:SO-POM:SO-SUN	g		sv55g	sv55	
267.4	This study			-85.5									Igneous	Lava Flow	35.3195	Basalt	247.8202	FS-FD:SO-POM:SO-SUN	g		sv55h	sv55	
	This study	DE-SPEC	sample direction.		179.4	-42.1	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv55h	sv55	sv55h1
273.4	This study			-88.5									Igneous	Lava Flow	35.3195	Basalt	247.8202	FS-FD:SO-POM:SO-SUN	g		sv55i	sv55	
266.8	This study			-52.5									Igneous	Lava Flow	35.3195	Basalt	247.8202	FS-FD:SO-POM:SO-SUN	g		sv55j	sv55	
	This study	DE-SPEC	sample direction.		183.7	-44.3	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv55j	sv55	sv55j1
272.1	This study			-59									Igneous	Lava Flow	35.3195	Basalt	247.8202	FS-FD:SO-POM:SO-SUN	g		sv55k	sv55	
38.4	This study			-27									Igneous	Lava Flow	35.3417	Basalt	247.8424	FS-FD:SO-POM:SO-SUN	g		sv56a	sv56	
	This study	DE-SPEC	sample direction.		174.9	-59.5	1	1	0			0						DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF			sv56a	sv56	sv56a2
9.9	This study			-51									Igneous	Lava Flow	35.3417	Basalt	247.8424	FS-FD:SO-POM:SO-SUN	g		sv56b	sv56	
20.4	This study			-43.5									Igneous	Lava Flow	35.3417	Basalt	247.8424	FS-FD:SO-POM:SO-SUN	g		sv56c	sv56	
