tab 	specimens
citations	description	dir_dec	dir_inc	dir_mad_free	dir_n_measurements	dir_nrm_origin	dir_polarity	dir_tilt_correction	experiments	geologic_classes	geologic_types	int_corr	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	specimen
This study	Recalculated from original measurements; supercedes published results.	348.2	63.4	1.4	7			0	LP-DIR-AF:sv61g1	Igneous	Lava Flow		Basalt	0.16	0.06	T	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-AF		sv61g	sv61g1
This study										Igneous	Lava Flow		Basalt						sv61h	sv61h1
This study	Recalculated from original measurements; supercedes published results.	356.8	54.4	1.6	5			0	LP-DIR-AF:sv61i1	Igneous	Lava Flow		Basalt	0.14	0.07	T	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-AF		sv61i	sv61i1
This study	Recalculated from original measurements; supercedes published results.	68.8	19.6	2.2	9			0	LP-DIR-AF:sv62b1	Igneous	Lava Flow		Basalt	0.08	0	T	DA-DIR-GEO:DE-BFP:SO-SUN:DE-BFP:LP-DIR-AF		sv62b	sv62b1
This study	Recalculated from original measurements; supercedes published results.	345.3	-35.3	2.3	11			0	LP-DIR-AF:sv62d1	Igneous	Lava Flow		Basalt	0.12	0	T	DA-DIR-GEO:DE-BFP:SO-SUN:DE-BFP:LP-DIR-AF		sv62d	sv62d1
This study	Recalculated from original measurements; supercedes published results.	127.1	35.1	3.8	7			0	LP-DIR-AF:sv62g1	Igneous	Lava Flow		Basalt	0.07	0.01	T	DA-DIR-GEO:DE-BFP:SO-SUN:DE-BFP:LP-DIR-AF		sv62g	sv62g1
This study										Igneous	Lava Flow		Basalt						sv62j	sv62j1
This study	Recalculated from original measurements; supercedes published results.	354.9	43.6	1.3	8			0	LP-DIR-AF:sv63a1	Igneous	Lava Flow		Basalt	0.12	0.03	T	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-AF		sv63a	sv63a1
This study	Recalculated from original measurements; supercedes published results.	353	48	0.8	5			0	LP-DIR-AF:sv63f1	Igneous	Lava Flow		Basalt	0.05	0.01	T	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-AF		sv63f	sv63f1
This study										Igneous	Lava Flow		Basalt						sv63g	sv63g1
This study	Recalculated from original measurements; supercedes published results.	351.9	46.4	0.9	6			0	LP-DIR-AF:sv63h1	Igneous	Lava Flow		Basalt	0.08	0.03	T	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-AF		sv63h	sv63h1
This study	Recalculated from original measurements; supercedes published results.	346.5	42.3	2	6			0	LP-DIR-AF:sv63j1	Igneous	Lava Flow		Basalt	0.08	0.03	T	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-AF		sv63j	sv63j1
This study										Igneous	Lava Flow		Basalt						sv64a	sv64a1
This study	Recalculated from original measurements; supercedes published results.	173.1	-51.1	1.2	8			0	LP-DIR-AF:sv64b1	Igneous	Lava Flow		Basalt	0.15	0.02	T	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-AF		sv64b	sv64b1
This study	Recalculated from original measurements; supercedes published results.	185.3	-45.3	1.2	10			0	LP-DIR-AF:sv64c2	Igneous	Lava Flow		Basalt	0.18	0.04	T	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-AF		sv64c	sv64c2
This study	Recalculated from original measurements; supercedes published results.	162.4	-53	0.6	11			0	LP-DIR-AF:sv64e1	Igneous	Lava Flow		Basalt	0.16	0.02	T	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-AF		sv64e	sv64e1
This study										Igneous	Lava Flow		Basalt						sv64f	sv64f1
This study	Recalculated from original measurements; supercedes published results.	167.9	-53.7	0.8	8			0	LP-DIR-AF:sv64g1	Igneous	Lava Flow		Basalt	0.12	0.03	T	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-AF		sv64g	sv64g1
This study	Recalculated from original measurements; supercedes published results.	165.5	-52.9	0.8	8			0	LP-DIR-AF:sv64h1	Igneous	Lava Flow		Basalt	0.15	0.02	T	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-AF		sv64h	sv64h1
This study	Recalculated from original measurements; supercedes published results.	165.9	-52.1	0.4	10			0	LP-DIR-AF:sv64i1	Igneous	Lava Flow		Basalt	0.14	0.02	T	DA-DIR-GEO:DE-BFL:SO-SUN:DE-BFL:LP-DIR-AF		sv64i	sv64i1
This study	Recalculated from original measurements; supercedes published results.	32.7	65	0.8	6			0	LP-DIR-AF:sv65a1	Igneous	Lava Flow		Basalt	0.07	0.02	T	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-AF		sv65a	sv65a1
This study										Igneous	Lava Flow		Basalt						sv65b	sv65b1
This study	Recalculated from original measurements; supercedes published results.	33.1	49.7	1	5			0	LP-DIR-AF:sv65c1	Igneous	Lava Flow		Basalt	0.1	0.05	T	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-AF		sv65c	sv65c1
This study	Recalculated from original measurements; supercedes published results.	25.9	45	2.5	6			0	LP-DIR-AF:sv65d1	Igneous	Lava Flow		Basalt	0.1	0.04	T	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-AF		sv65d	sv65d1
This study	Recalculated from original measurements; supercedes published results.	29.9	58.3	1.3	5			0	LP-DIR-AF:sv65e1	Igneous	Lava Flow		Basalt	0.08	0.04	T	DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:DE-BFL:LP-DIR-AF		sv65e	sv65e1
This study										Igneous	Lava Flow		Basalt						sv65f	sv65f2
This study	Recalculated from original measurements; supercedes published results.	289.8	10.4	5	10			0	LP-DIR-AF:sv65g1	Igneous	Lava Flow		Basalt	0.15	0	T	DA-DIR-GEO:DE-BFP:SO-SUN:DE-BFP:LP-DIR-AF		sv65g	sv65g1
This study										Igneous	Lava Flow		Basalt						sv65h	sv65h1
